\	formule–N	formulovat–V	*					
\	rys–N	rysice–N	*					
\	spárovat–V	spára–N						
\	osmák–N	osmačka–N						
\	druh–N–druh-2_^(partner)	družit–V						
\	robota–N	robotárna–N						
\	matka–N–matka-1_^(malá_součástka)	matice–N						
§	dohad–N	dohadovat–V		dohodnout				
\	inkvizitor–N	inkvizitorsko–N						
\	prim–N	primární–A	*					
	rýže–N	rýžovat–V						
\	role–N–role-1_^(kotouč;_svitek)	rolovat–V						
	hlahol–N	hlaholice–N	*					
	Ratiboř–N	Ratibořice–N						
	brk–N	brko–N						
	prs–N	prso–N						
	kolektivní–A	kolektivum–N						
\	šikanovat–V	šikana–N						
	váha–N	váhat–V						
\	lyra–N	lyrika–N						
	aféra–N	aférista–N	*					
\	exot–N	exotika–N						
	anděl–N	andělika–N						
\	graf–N	grafika–N						
§	smutek–N	smutný–A		*				
\	taxa–N	taxativní–A	*					
\	svit–N	svitnout–V						
	pech–N	pecháček–N						
\	kuželník–N	kužel–N						
	houba–N	houbec–N	*					
	bohosloví–N	bohoslovec–N	%					
\	utrpení–N	utrpenec–N						
	curling–N	curler–N						
	gambling–N	gambler–N						
	spinning–N	spinner–N						
	busking–N	busker–N						
\	jak–N	jaký–A						
\	kvinteto–N	kvintet–N						
\	okteto–N	oktet–N						
\	noneto–N	nonet–N						
\	septeto–N	septet–N						
	slovo–N	slovný–A						
	pastorace–N	pastor–N						
\	Macková–N	Macka–N						
\	Srbová–N	Srba–N						
\	drogista–N	droga–N	drogerie	*				
	Gruzie–N	Gruzín–N						
	sekrece–N	sekret–N–sekret-1_^(výměšek)						
\	kompozice–N	kompozit–N						
	obec–N	obcovat–V	*					
	snaha–N	snažit–V						
§	regres–N	regrese–N						
	veřej–N	veřeje–N						
\	desetitisíc–N	desetitisíce–N						
	kytka–N	kytice–N						
\	Louny–N	Loun–N						
	mour–N	mourek–N						
\	hlt–N	hltan–N	hltat	hltat				
\	sejr–N	sejřit–V						
\	rum–N	rumíček–N	*					
\	olej–N	olejíček–N						
\	hlad–N	hladíček–N						
\	ksicht–N	ksichtíček–N	*	ksichtík				
\	jetel–N	jetelíček–N	*					
\	oktet–N	okteto–N						
\	kvintet–N	kvinteto–N						
\	disk–N	disko–N	*	diskotéka				
\	nonet–N	noneto–N						
\	septet–N	septeto–N						
\	sak–N	sako–N	*	*				
	decimovat–V	decima–N						
	butan–N	butanol–N	*					
	metan–N	metanol–N						
	oktan–N	oktanol–N	*					
	hrb–N	hrbol–N	*					
	propan–N	propanol–N	*					
	etan–N	etanol–N	*					
	pentan–N	pentanol–N						
\	Masaryk–N	Masaryčka–N	*					
	úsek–N	úsečka–N	useknout					
	přesmyk–N	přesmyčka–N	přesmyknout					
	zvuk–N	zvučka–N						
\	hořet–V	hoře–N		*				
\	třískat–V	tříska–N	*	*				
\	nástup–N	nástupce–N	nastoupit	nastoupit				
\	návod–N	návodce–N	navést	navést				
\	zájem–N	zájemce–N	zajímat	zajímat				
\	úvod–N	úvodce–N	uvést	uvést				
\	příruční–A	příručí–N	ruka	ruka				
\	katastrofa–N	katastrofista–N	*					
\	magnetismus–N	magnetizovat–V	magnetický	magnetický				
\	automatismus–N	automatizovat–V	automatický	automatický				
\	bohemismus–N	bohemizovat–V						
\	antagonismus–N	antagonizovat–V	antagonický	antagonický				
\	byrokratismus–N	byrokratizovat–V	byrokratický	byrokratický				
\	aktivismus–N	aktivizovat–V	aktivní	aktivní				
	hampejz–N	hampejznice–N						
\	veterinář–N	veterinární–A	veterina	veterina				
\	humanitář–N	humanitární–A	humanita	humanita				
	šíp–N	šípek–N	*					
	výsledek–N	výsledný–A						
\	náramek–N	náramný–A						
\	leh–N	lehárna–N	lehnout	lehávat				
	panel–N	panelárna–N	*					
\	pozitiv–N	pozitivismus–N		pozitivní				
\	pepřit–V	peprný–A	pepř	pepř				
\	živočich–N	živočichopis–N	%	%				
\	dluh–N	dluhopis–N		%				
\	nerost–N	nerostopis–N	růst–V–růst-2_:T	%				
\	fakulta–N	fakultativní–A	*	*				
	butan–N	butyl–N						
	metan–N	metyl–N	*					
	pentan–N	pentyl–N	*					
	propan–N	propyl–N						
	etan–N	etyl–N						
\	puk–N	pučet–V		*				
\	podkova–N	podkovička–N		podkůvka				
\	kolektiv–N	kolektivizovat–V		kolektivní				
\	čtvrt–N	čtvrťák–N–čtvrťák-2_^(mince)						
\	reflexe–N	reflex–N						
\	štafle–N	štafl–N						
\	pikle–N	pikl–N		*				
\	roj–N	rojáček–N						
\	chlup–N	chlupáček–N–chlupáček-2_,e_^(^DI*2)	*	chlupáč				
\	představa–N	představec–N	představit	představit				
\	zvěřina–N	zvěřinec–N	zvěř	zvěř				
\	svoboda–N	svobodárna–N		svobodný				
\	cákat–V	cákanec–N	*	cáknout				
\	kopat–V	kopanec–N	*	kopnout				
\	plivat–V	plivanec–N	*	plivnout				
	bába–N	bábovka–N	*					
\	statečný–A	statek–N	*	stát–V–stát-3_:T_^(někdo/něco_stojí,_např._na_nohou)				
\	prospekt–N	prospektor–N	*					
\	falzifikát–N	falzifikátor–N		falzifikovat				
\	fakt–N	faktor–N		*				
\	svorka–N	svor–N						
\	zálivka–N	záliv–N	zalívat	zalít				
\	kmotra–N	kmotřit–V	kmotr	kmotr				
\	odpad–N	odpadky–N	odpadnout	odpadek				
\	konzumace–N	konzum–N	konzumovat					
\	manifestace–N	manifest–N	manifestovat	manifestovat				
\	skot–N	skotačka–N	*	skoták				
\	chochol–N	chocholačka–N	*	chocholáč				
\	pohřeb–N	pohřebiště–N	pohřbít	pohřbít				
\	zápas–N	zápasiště–N		zápasit				
\	clona–N	clonný–A		clonit				
\	trefa–N	trefný–A	trefit	trefit				
\	nota–N	notný–A	*					
\	výr–N	výreček–N	*					
\	plánování–N	plán–N	plánovat	*				
\	streamování–N	stream–N	streamovat	*				
\	respektování–N	respekt–N	respektovat					
\	grilování–N	gril–N	grilovat	*				
\	komunista–N	komuna–N	komunismus	*				
§	Antonie–N	Antonín–N		*				
\	recepce–N	recept–N		*				
\	ambice–N	ambit–N	*	*				
\	hať–N	hatit–V	*	*				
§	moknout–V	mok–N		*				
\	kotva–N	kotviště–N	*	kotvit				
\	zásoba–N	zásobiště–N		zásobit				
\	výsměch–N	výsměšný–A	vysmát	vysmát				
	mečet–V	mekat–V						
	syčet–V	sykat–V						
\	frčet–V	frkat–V	*					
\	Šafránek–N	Šafr–N	Šafrán	*				
\	paušál–N	paušalizovat–V	paušální					
\	trojka–N	trojice–N						
\	koncentrák–N	koncentrovat–V	koncentrační					
	Kansas–N	Kansasan–N	*					
	Záhřeb–N	Záhřeban–N	*					
	Havaj–N	Havajan–N	*					
	Kábul–N	Kábulan–N	*					
	Kodaň–N	Kodaňan–N	*					
	Bombaj–N	Bombajan–N	*					
	Tachov–N	Tachovan–N	*					
	Trutnov–N	Trutnovan–N	*					
	Šanghaj–N	Šanghajan–N	*					
§	Denisa–N	Denis–N		*				
§	Drahoslava–N	Drahoslav–N		%				
§	Radana–N	Radan–N–Radan-1_;Y		*				
§	Bohumíra–N	Bohumír–N		%				
§	Drahomíra–N	Drahomír–N		%				
§	Stanislava–N	Stanislav–N		%				
§	Anděla–N	Anděl–N		*				
§	Bohuslava–N	Bohuslav–N–Bohuslav-1_;Y		%				
§	Ivana–N	Ivan–N		*				
§	Květoslava–N	Květoslav–N		%				
§	Miroslava–N	Miroslav–N		%				
§	debutovat–V	debut–N		*				
§	boxovat–V	box–N		*				
§	faxovat–V	fax–N		*				
§	flirtovat–V	flirt–N		*				
§	koncertovat–V	koncert–N		*				
§	betonovat–V	beton–N		*				
§	blogovat–V	blog–N		*				
§	pranýřovat–V	pranýř–N						
§	faulovat–V	faul–N		*				
§	filantrop–N	filantropie–N		%				
§	komunál–N	komunální–A		komuna				
§	Pelhřimovsko–N	Pelhřimov–N						
§	Litvínovsko–N	Litvínov–N						
§	Bruntálsko–N	Bruntál–N		*				
§	Gottwaldovsko–N	Gottwaldov–N		Gottwaldův				
§	Třebíčsko–N	Třebíč–N						
§	Břeclavsko–N	Břeclav–N		*				
§	Charvátsko–N	Charvát–N		*				
§	Hodonínsko–N	Hodonín–N		*				
§	Čáslavsko–N	Čáslav–N		*				
§	Viktorie–N	Viktor–N		*				
§	Galie–N	Gal–N		*				
§	Abcházie–N	Abcház–N		*				
\	mor–N	mořit–V	mřít	mřít				
§	rigorózní–A–rigorózní-2_^(vztahující_se_k_rigorózu)	rigorózum–N		*				
§	adjektivní–A	adjektivum–N		*				
§	intranzitivní–A	intranzitivum–N		tranzitivum				
§	tranzitivní–A	tranzitivum–N		*				
§	konsorciální–A	konsorcium–N		*				
§	mediální–A	medium–N						
§	individuální–A	individuum–N		*				
§	optimální–A	optimum–N		*				
§	adverbiální–A	adverbium–N		*				
§	teritoriální–A	teritorium–N		*				
\	labiální–A	labium–N		*				
§	neutrální–A	neutrum–N		*				
§	pilovat–V	pila–N		*				
§	eskortovat–V	eskorta–N		*				
§	debatovat–V	debata–N		*				
§	gilotinovat–V	gilotina–N		*				
§	budova–N	budovat–V		*				
§	črta–N	črtat–V		*				
	sok–N	sočit–V						
	zrak–N	zračit–V	zřít					
	tlak–N	tlačit–V	*					
§	skok–N	skočit–V		*				
	lék–N	léčit–V	*					
§	říjet–V	říje–N		*				
§	ústřední–A	ústředí–N		střed				
§	územní–A	území–N		země				
§	úmrtní–A	úmrtí–N		umřít				
§	okvětní–A	okvětí–N		květ				
§	obilní–A	obilí–N		*				
§	doživotní–A	doživotí–N		život				
§	rusista–N	rusistika–N						
§	slavista–N	slavistika–N						
§	artista–N	artistika–N						
§	germanista–N	germanistika–N						
§	nordista–N	nordistika–N						
§	jek–N	ječet–V		*				
\	hrk–N	hrčet–V		*				
	zvuk–N	zvučet–V	*					
§	ryk–N	ryčet–V		*				
	louh–N	loužit–V	*					
§	absintizmus–N	absint–N		*				
§	kanibalizmus–N	kanibal–N		*				
§	amatérizmus–N	amatér–N		*				
§	barbarizmus–N	barbar–N		*				
§	alkoholizmus–N	alkohol–N		*				
§	holubí–A	holub–N		*				
§	krokodýlí–A	krokodýl–N		%				
§	šimpanzí–A	šimpanz–N		*				
§	kojotí–A	kojot–N		*				
§	sobí–A	sob–N		*				
§	edukativní–A	edukace–N		edukovat				
§	atraktivní–A	atrakce–N		atrahovat				
§	intuitivní–A	intuice–N		*				
§	relativní–A	relace–N		*				
§	konstitutivní–A	konstituce–N		%				
§	lesk–N	lesknout–V		*				
§	postřeh–N	postřehnout–V						
§	peníze–N	peníz–N		*				
§	nájezdník–N	nájezd–N		najet				
§	církevník–N	církev–N		*				
§	klenotník–N	klenot–N		*				
§	montáž–N	montovat–V		*				
§	blamáž–N	blamovat–V		*				
§	sabotáž–N	sabotovat–V		*				
§	arbitráž–N	arbitrovat–V		arbitr				
§	zlatohlav–N	zlatohlavý–A		%				
§	náročný–A	nárok–N						
§	hlučný–A	hluk–N		*				
§	opačný–A	opak–N		*				
§	dýmka–N	dým–N						
§	Norka–N	Nor–N						
\	progresivní–A	progres–N						
\	abortivní–A	abort–N		*	abortus			
§	subjektivní–A	subjekt–N		%				
§	efektivní–A	efekt–N		*				
§	podpora–N	podpořit–V						
\	portace–N	port–N		*				
§	bonapartista–N	bonapartizmus–N		Bonaparte				
\	materialista–N	materializmus–N		materialismus				
\	kapitalista–N	kapitalizmus–N	kapitalismus	kapitalismus				
\	buddhista–N	buddhizmus–N	buddhismus	buddhismus				
\	Pěknicová–N	Pěknica–N		*				
\	Valentová–N	Valenta–N						
§	protiva–N	protivný–A						
\	recidivista–N	recidiva–N		*				
\	kariérista–N	kariéra–N		*				
§	brejknout–V	brejk–N		*				
§	potomní–A	potom–D						
§	zatímní–A	zatím–D						
§	dosavadní–A	dosavad–D						
§	sokyně–N	sok–N		*				
§	žákyně–N	žák–N		*				
§	rekyně–N	rek–N		*				
	ruch–N	rušit–V	*					
§	Šternbersko–N	Šternberk–N–Šternberk-1_;G		*				
§	Durynsko–N	Durynk–N–Durynk_;E		*				
§	Šumpersko–N	Šumperk–N		*				
§	adaptér–N	adaptovat–V		*				
§	žonglér–N	žonglovat–V		*				
§	mixér–N	mixovat–V		*				
§	Topolánek–N	Topol–N		*				
\	copánek–N	cop–N		*				
§	Liberecko–N	Liberec–N		*				
§	Třinecko–N	Třinec–N						
§	Prusko–N	Prus–N		*				
§	vekslák–N	vekslovat–V		veksl–N–veksl-1_,h_^(výměnný_obchod)				
§	buzerák–N	buzerovat–V		*				
§	Vlachy–N	Vlach–N–Vlach-2_;E_,a_^(Ital)		*				
§	krámy–N	krám–N		*				
	lux–N	luxovat–V	*					
	skalp–N	skalpovat–V	*					
	pranýř–N	pranýřovat–V						
	flirt–N	flirtovat–V						
								
	gibon–N	giboní–A	*					
	gepard–N	gepardí–A						
	pavián–N	paviání–A	*					
	orangutan–N	orangutaní–A	*					
								
	Květoslav–N	Květoslava–N	%	%				
	Gabriel–N	Gabriela–N	*					
	brunet–N	bruneta–N	*					
	Bohumír–N	Bohumíra–N	%					
	Bohuslav–N–Bohuslav-1_;Y	Bohuslava–N	%					
	Radan–N–Radan-1_;Y	Radana–N						
								
	numizmatika–N	numizmatik–N						
								
								
	podsvětí–N	podsvětní–A	svět					
								
	milý–A	milo–D						
	drsný–A	drsno–D	*					
	trpký–A	trpko–D	trnout					
	nudný–A	nudno–D	nuda					
								
	studený–A	studeno–N						
	šedý–A	šedo–N	*					
	tenký–A	tenko–N						
								
	emise–N	emisní–A	*					
								
	humr–N	humří–A	*					
								
	orbita–N	orbitální–A	*					
	epocha–N	epochální–A	*					
	centrifuga–N	centrifugální–A	%					
								
	atrakce–N	atraktivní–A						
	inovace–N	inovativní–A						
	meditace–N	meditativní–A	meditovat					
								
								
								
								
	element–N	elementární–A	*					
	dokument–N	dokumentární–A	*					
	protokol–N	protokolární–A	*					
	folikul–N	folikulární–A	*					
	fragment–N	fragmentární–A	*					
	konzul–N	konzulární–A						
	statut–N	statutární–A	*					
	testament–N	testamentární–A	*					
	modul–N	modulární–A						
	parlament–N	parlamentární–A	*					
								
	azimut–N	azimutální–A	*					
								
								
	spektrum–N	spektrální–A	*					
	ovarium–N	ovariální–A	*					
	kontinuum–N	kontinuální–A						
	adverbium–N	adverbiální–A						
	teritorium–N	teritoriální–A						
	participium–N	participiální–A	*					
	maximum–N	maximální–A						
	futurum–N	futurální–A						
	muzeum–N	muzeální–A	*					
								
								
	kafe–N	kafovat–V	*					
	šavle–N	šavlovat–V	*					
	rašple–N	rašplovat–V	*					
	porce–N	porcovat–V	*					
	licence–N	licencovat–V	*					
	koule–N	koulovat–V						
								
	statek–N	statkář–N						
	příštipek–N	příštipkář–N	přištípnout					
	nábytek–N	nábytkář–N						
	pánbíček–N	pánbíčkář–N	pánbůh					
	dobytek–N	dobytkář–N	dobýt					
	vozíček–N	vozíčkář–N	vozík					
	vejminek–N	vejminkář–N						
	titulek–N	titulkář–N	titul					
	došek–N	doškář–N						
								
	mlýn–N	mlýnice–N	mlít					
	čáp–N	čápice–N	*					
	Přibyslav–N	Přibyslavice–N	%					
	den–N–den_^(jednotka_času)	denice–N	*					
	gepard–N	gepardice–N	*					
	had–N	hadice–N	*					
								
	výprava–N	výpravka–N	vypravit					
	štětina–N	štětinka–N						
	řepa–N	řepka–N	*					
	Hana–N	Hanka–N–Hanka_;Y	*					
	Agáta–N	Agátka–N	*					
	Sobota–N	Sobotka–N	*					
	kyselina–N	kyselinka–N	kyselý					
	Jura–N–Jura-1_;Y_,h	Jurka–N						
	Věra–N	Věrka–N						
								
								
	pediatrie–N	pediatr–N	*					
	rebelie–N	rebel–N	*					
	demagogie–N	demagog–N	*					
	pederastie–N	pederast–N	*					
	anatomie–N	anatom–N	*					
								
	srandička–N	srandičkář–N	sranda					
	podlaha–N	podlahář–N						
	arenda–N	arendář–N	*					
	jircha–N	jirchář–N	*					
	taška–N	taškář–N	*					
	občanka–N	občankář–N	občanský					
	civilka–N	civilkář–N	civilní					
	časovka–N	časovkář–N	časový					
								
	peklo–N	pekelný–A						
	sklo–N	skelný–A	*					
	strašidlo–N	strašidelný–A	strašit					
	máslo–N	máselný–A	*					
	světlo–N	světelný–A						
	číslo–N	číselný–A						
	prvočíslo–N	prvočíselný–A	%					
	sádlo–N	sádelný–A						
								
	grunt–N	gruntovní–A	*					
	erb–N	erbovní–A	*					
	klub–N	klubovní–A	*					
	kurs–N	kursovní–A	*					
	pluk–N	plukovní–A	*					
	kult–N	kultovní–A	*					
	fest–N–fest-3_,a	festovní–A	*					
	duch–N	duchovní–A	*					
								
	léčba–N	léčebný–A	léčit					
	služba–N	služebný–A	sloužit					
	prosba–N	prosebný–A	prosit					
	vazba–N–vazba_^(všechny_významy)	vazebný–A	vázat					
	hrozba–N	hrozebný–A	hrozit					
	malba–N	malebný–A	malovat					
	skladba–N	skladebný–A	skládat					
	bohoslužba–N	bohoslužebný–A	%					
								
	bratr–N	bratřit–V	*					
	frajer–N	frajeřit–V	*					
	vejr–N	vejřit–V	*					
	vír–N	vířit–V	*					
	výr–N	výřit–V						
	magor–N	magořit–V	*					
								
	kamarád–N	kamarádíček–N	*					
	pán–N	páníček–N	*					
	přítel–N	přítelíček–N	*					
								
	utilita–N	utilitární–A						
	legenda–N	legendární–A	*					
	luna–N	lunární–A	*					
	placenta–N	placentární–A	*					
	molekula–N	molekulární–A	*					
	kometa–N	kometární–A	*					
	proprieta–N	proprietární–A	*					
	planeta–N	planetární–A	*					
								
								
	pozitivní–A	pozitivum–N						
	abstraktní–A	abstraktum–N	*					
	negativní–A	negativum–N	*					
								
								
	sokol–N–sokol-1_;L_^(pták)	sokolník–N	*					
	jestřáb–N	jestřábník–N	*					
	prs–N	prsník–N						
	výlet–N	výletník–N	vyletět					
	kadeř–N	kadeřník–N	*					
	revír–N	revírník–N	*					
	koláč–N	koláčník–N						
	zpěv–N	zpěvník–N						
								
	huť–N	hutní–A	*					
	řiť–N	řitní–A	*					
	pečeť–N	pečetní–A						
	oběť–N	obětní–A						
	poušť–N	pouštní–A	pustý					
	závěť–N	závětní–A						
	paměť–N	pamětní–A						
								
	arita–N	aritní–A	*					
	stodola–N	stodolní–A	*					
	zásoba–N	zásobní–A						
	faktura–N	fakturní–A	*					
	verva–N	vervní–A	*					
	tráva–N	trávní–A	*					
	subreta–N	subretní–A	*					
								
								
	Adam–N	Adamec–N	*					
	Salvador–N	Salvadorec–N	*					
	Martin–N–Martin-2_;G	Martinec–N	*					
	had–N	hadec–N						
	Dunaj–N–Dunaj_;G	Dunajec–N	*					
	Bhútán–N	Bhútánec–N	*					
	Jakub–N	Jakubec–N	*					
								
	cé–N	céčko–N	*					
	pé–N	péčko–N	*					
	listí–N	listíčko–N	list					
	pití–N	pitíčko–N	pít					
	roští–N	roštíčko–N						
	dé–N	déčko–N	*					
	koření–N–koření-2_^(kuchyňské_koření)	kořeníčko–N	kořen					
								
	plavba–N	plavební–A	plavit					
	dražba–N	dražební–A	dražit					
	svatba–N	svatební–A	svat					
	lučba–N	lučební–A	loučit					
	vazba–N–vazba_^(všechny_významy)	vazební–A	vázat					
	těžba–N	těžební–A	těžit					
	hradba–N	hradební–A	hradit					
								
