	sněžník–N	Sněžník–N						
\	nadevše–D	nadevšecko–D						
	dědkovatět–V	zdědkovatět–V						
	inercie–N	inertní–A						
\	zdřepěný–A	zdřepnělý–A						
	litice–N	Litice–N						
\	šťuchat–V	šťouchat–V						
\	rozžíhat–V	rozžínat–V						
\	světnice–N	sednice–N						
\	uherčina–N	uherština–N						
\	spodky–N	spodek–N						
	manšaft–N	mančaft–N						
\	ovečka–N	ovčička–N						
	ziskulačný–A	ziskulačnictví–N						
\	zástřeší–N	zástřeška–N						
\	vrboví–N	vrbí–A						
\	Franc–N	Franci–N						
\	tipec–N	típek–N						
\	vyšklíbačný–A	vyšklebačný–A						
	šestispřeží–NC	šestispřežení–NC						
\	lepost–N	lepota–N						
\	tajtrlík–N	tajtrdlík–N						
\	přemetnout–V	přemet–N						
\	pohmat–N	ohmat–N						
\	klovat–V	klubat–V						
\	zněmčilec–N	zněmčenec–N						
\	výměník–N	vejměník–N						
\	kyrilice–N	cyrilice–N						
\	kozačka–N	kozák–N						
\	Edvard–N	Eduard–N						
\	kompliment–N	komplement–N						
	Tibet–N	tibet–N						
\	uchrupnout–V	uchroupnout–V						
\	nákupčí–N	nákupce–N						
	Kolín–N	kolínský–A						
\	bezvýjimečný–A	bezvýminečný–A						
\	vechtrovna–N	vochtrovna–N						
\	ždibec–N	žďabec–N						
\	pyl–N	pel–N						
	léto–N	letoucí–A						
\	lázně–N	lázeňský–N						
\	pochechtávat–V	pochichtávat–V						
	ochomýtat–V	ochomejtat–V						
	David–N	Davídek–N						
	Kuzbas–N	kuzbaský–A						
\	vavřiňák–N	vavřinčák–N						
\	vytřepávat–V	vytřípat–V						
	sklenice–N	sklínka–N						
\	průchodní–A	průchodicí–A						
\	velký–A	převeliký–A						
	znát–V	neznání–N						
	chlístat–V	chlejstat–V						
	skříň–N	skřínečka–N						
\	Žid–N	židovečka–N						
\	zakletec–N	zaklenec–N						
	Litoměřice–N	litoměřický–A						
	podolí–N	Podolí–N						
\	výletovat–V	výletit–V						
\	oposičník–N	opozičník–N						
\	roztírací–A	roztěrač–N						
	Turek–N	turek–N						
\	synagóga–N	synagogální–A						
\	plsní–A	plstní–A						
	ledakam–D	ledaskam–D						
\	basketbal–NC	balista–N						
\	žbrynda–N	žbrunda–N						
\	vázomotorický–A	vasomotorický–A						
	fotrovatět–V	zfotrovatět–V						
\	puntík–N	punkt–N						
\	jař–N	jeř–N						
\	tarbuš–N	tarbúš–N						
	vědro–N	vědárko–N						
	lechtat–V	lechtivý–A						
\	dolízavý–A	dolézavý–A						
	Kanaán–N	kananejský–A						
\	slupka–N	šupka–N						
	otevřít–V	odevřít–V						
\	pochlebnictví–N	pochlebenství–N						
\	najevo–D	jev–N						
\	vybulit–V	vybulat–V						
\	záviděníhodný–AC	závidný–A						
	apotéka–N	apatyka–N						
\	švagr–N	švagřička–N						
\	jura–N	Jura–N						
	uzdravitel–N	uzdravitelkyně–N						
\	kůlna–N	kolna–N						
\	kůzle–N	kozle–N						
\	Potěmkin–N	Poťomkin–N						
\	vojančina–N	vojenčina–N						
\	šerbet–N	sorbet–N						
	úrodný–A	přeúrodný–A						
\	dehydratace–N	dehydrace–N						
	vrah–N	vrahoušek–N						
\	jikrnáč–N	jikernáč–N						
\	nepomíjivý–None	nepomíjejícnost–N						
\	zdaleka–D	daleký–A						
\	ponenáhlu–D	poznenáhlu–D						
\	rabín–N	rabí–N						
\	arsenál–N	arzenál–N						
\	křáp–N	křám–N						
\	ohlížet–V	obhlížet–V						
\	lehoučký–A	lehýnký–A						
\	výpomoc–N	pomoc–N						
\	paládium–N	palladium–N						
\	Edmund–N	Edmond–N						
	Zdeňka–N	Zdenička–N						
	přehmátnout–V	přehmat–N						
	drive–N	drajv–N						
\	vyšpánovat–V	vyšpánkovat–V						
\	chumáč–N	chomáč–N						
\	Gustav–N	Augustin–N						
\	safe–N	safesový–N						
\	západní–A	Západoevropan–N						
\	izomer–NC	isomer–N						
\	zalechtat–V	zaloktat–V						
\	poklice–N	puklička–N						
\	perchta–N	perychta–N						
	veselí–N	veselový–A						
	přítmí–N	přítma–N						
\	chvála–N	chválabohu–D						
\	třasovisko–N	třasavisko–N						
\	Porýní–N	Porýnsko–A						
	Alexej–N	Aljoša–N						
\	lexikon–N	lexikální–A						
	podvečer–N	vpodvečer–D						
\	Don–N	donkichot–N						
	mince–N	mincovní–A						
\	drakonický–A	drakónský–A						
\	porostlina–N	porost–N						
\	Brest–A	brestský–A						
\	Kazach–N	Kazachstán–N						
	ochotný–A	přeochotný–A						
	Magdaléna–N	Madla–N						
\	Eda–N	Edvard–N						
\	pertusis–A	pertuse–N						
\	okcidentální–A	okcipitální–A						
\	Ela–N	Eliška–N						
\	idolatrie–N	idololatrie–N						
\	Charvát–N	Chorvat–N						
\	troník–N	trojník–N						
\	Pepička–N	Pepíček–N						
	plášť–N	pláštíček–N						
\	naopak–D	opak–N						
\	trojřad–NC	třířadovka–N						
	matika–N	matický–A						
\	chyže–N	chýže–N						
	trojsměna–NC	třísměnný–AC						
	výprava–N	vejprava–N						
	Ahasver–N	ahasver–N						
\	kostrč–N	kostřec–N						
	vápno–N	vápínko–N						
\	ančovička–N	anšovička–N						
\	Mohamed–N	Muhamed–N						
\	arenda–N	harenda–N						
\	presenium–N	presenilní–A						
\	Jára–N	Jarda–N						
	Talián–N	talián–N						
	camp–N	kamp–N						
\	vybleptnout–V	vyblemtnout–V						
\	rabiák–N	rabiát–N						
\	liberalista–N	liberál–N						
	jáhla–N	jahelný–A						
\	odedávna–D	dávný–A						
\	trikot–N	triko–N						
\	závěrka–N	zavírka–N						
\	doprava–N	pravý–A						
\	orezavělý–A	orezivělý–A						
\	začátečník–N	začátník–N						
	Venuše–N	venuše–N						
\	řepiště–N	řepeniště–N						
\	vřískot–N	vřeskot–N						
\	novorozeně–N	novorozeneček–N						
\	dolinář–N	doliňák–N						
	Lýdie–N	lydický–A						
\	kotleta–N	kotletky–N						
	jakživ–A	jaktěživ–A						
\	prvorozenec–N	prvorozenectví–NC						
\	stovka–N	stojka–N						
	perzistence–N	persistentní–A						
\	zavírka–N	závírka–N						
	fagocyt–NC	fagocytóza–N						
	Makkabi–N	makabejský–A						
\	vyslanecký–A	vyslanský–A						
\	sršán–N	sršáň–N						
	kopanice–N	Kopanice–N						
\	svůdník–N	svodnice–N						
	Sudeťák–N	sudeťák–N						
\	zločin–NC	zločinectvo–N						
\	raz–D	ráz–N						
	primas–N	primaciální–A						
\	konsistoř–N	konzistoř–N						
\	roztažný–A	roztaživý–A						
\	moždíř–N	hmoždíř–N						
\	podlebí–N	podelbí–N						
\	griláž–N	griliáž–N						
\	živočichosloví–NC	živočichozpyt–NC						
	repertorium–N	repertář–N						
\	křupat–V	křoustat–V						
\	peloton–N	peleton–N						
\	dekoltáž–N	dekolté–A						
	zpěvohra–N	zpěvoherec–N						
\	vraždírna–N	vraždiště–N						
\	průpis–N	propis–N						
	Hérakles–N	herakles–N						
	cynismus–N	kynismus–N						
	pouzdro–N	pouzdříčko–N						
\	skromňounký–A	skromničce–D						
	žíla–N	žilčinka–N						
\	traper–N	trapper–N						
\	srabařina–N	srabárna–N						
	Ježíšek–N	ježíšek–N						
	keř–N	křík–N						
	kapku–D	kapičku–D						
\	malinkatý–A	maličkatý–A						
\	zpatetičtělý–A	zpathetičtělý–A						
\	nabíledni–D	den–N						
\	etyléter–N	ethylether–N						
	zúplna–D	zouplna–D						
\	odstavování–N	odstavný–A						
\	Dalmácie–N	Dalmatinka–N						
\	zamlžený–A	zamlzený–A						
\	bordó–N	Bordeaux–N						
\	jubilovat–V	jubileum–N						
	Madona–N	madona–N						
	vichr–N	vichor–N						
	Persie–N	perský–A						
	Bosna–N	Bosňák–N						
\	rezoun–N	zrzoun–N						
\	mlknout–V	umlkat–V						
	trpaslík–N	trpajzlík–N						
	ustředit–V	ústředivý–A						
\	Nor–N	Norvéžsko–N						
	Podorlicko–N	podorlický–A						
	Viktorie–N	viktorie–N						
\	šuhaj–N	šohaj–N						
\	Bořek–N	Bořivoj–NC						
	korpuskule–N	korpuskulární–A						
\	prázdný–A	naprázdno–D						
\	empír–N	empir–N						
\	Kleneč–N	Klenčí–N						
\	zahopsat–V	zahopcovat–V						
	počet–N	počty–N						
\	přírůstek–N	přírost–N						
\	balšám–N	balzám–N						
\	poživač–N	požitkář–N						
	středohoří–NC	středohorský–A						
\	vševěd–NC	Vševědoucí–N						
\	Padova–N	Padua–N						
\	žebříček–N	řebříček–N						
\	hupky–D	hopky–D						
\	arsenitý–A	arzenitý–A						
\	Šalomoun–N	Šalamoun–N						
\	čoudit–V	čmoudit–V						
	znamení–N	znamínko–N						
\	sensál–N	senzál–N						
\	esaul–N	jesaul–N						
	Kníničky–N	kníničský–A						
	zpychnout–V	zpejchnout–V						
\	vpolo–D	vpoly–D						
	hrozný–A	přehrozný–A						
\	versírovaný–A	verzírovaný–A						
\	šterlink–N	sterling–N						
\	rezavý–A	rezovatý–A						
\	namol–D	mol–N						
\	ozva–N	ozev–N						
\	obrostlý–A	orostlý–A						
\	Otýlie–N	Otilie–N						
	nadivit–V	vynadivit–V						
\	ulejvárna–N	ulejvanda–N						
	mermo–D	mermomocí–D						
\	paprsek–N	papršlek–N						
\	zbujný–A	zbojný–A						
\	záměť–N	zámět–N						
\	žebírko–N	žebříčko–N						
	vzteklit–V	rozvzteklit–V						
\	oorávka–N	oborávka–N						
\	zaberanit–V	zabaranit–V						
\	bankocetle–N	bankocedule–NC						
	středa–N	středeční–A						
\	pomaluběžný–AC	pomaloběžný–AC						
	oflákat–V	oflakovat–V						
\	chmat–N	hmat–N						
\	Žid–N	židovice–N						
\	udržovatel–N	udržitel–N						
\	sloj–N	sluj–N						
\	žíznivec–N	žízeň–N						
\	lankrabě–N	lankrabství–N						
	odmala–D	odmalička–D						
\	zvnitřku–D	zvnitra–D						
\	maloměšťan–N	maloměšťanstvo–NC						
\	Barma–N	Burma–N						
	court–N	kurt–N						
	Žernoseky–N	žernosecké–N						
\	brok–N	Broček–N						
\	vyhledávatel–N	vyhledavatel–N						
\	kompanie–N	kumpanie–N						
	Žid–N	žid–N						
\	oxygenium–N	oxygen–N						
\	Józa–N	Joza–N						
\	blýskot–N	blyskot–N						
\	klihovka–N	kližka–N						
	Vlasta–N	vlasta–N						
\	Gotha–N	gotajský–A						
\	škála–N	skála–N						
\	Kalkata–N	Kalkuta–N						
	umývadlo–N	umyvadýlko–N						
	Škrhola–N	škrhola–N						
\	pradlák–N	pradlář–N						
\	vzkřik–N	výkřik–N						
\	dcera–N	dcerunka–N		dcerka				
	Kajetán–N	kajetán–N						
\	polírovat–V	pulírovat–V						
\	sensitivní–A	senzitivní–A						
	zděř–N	zdířka–N						
\	slonbidlo–NC	zlambidlo–N						
\	průba–N	próba–N						
\	zvolňoučka–D	zvolninka–D						
	Modra–N	modranský–A						
\	Šalamoun–N	Salomon–N						
	vajda–N	vajdošek–N						
\	přející–A	přejný–A						
	gangréna–N	gangrenózní–A						
\	Honza–N	honzík–N						
\	kurfiřt–N	kurfirst–N						
\	plektrum–N	plektron–N						
\	vdávalka–N	vdávačka–N						
	grémium–N	gremiální–A						
\	Bílá–N	Bělorus–N						
\	zaškvěčet–V	zaškvičet–V						
	skandál–N	škandál–N						
	Belgie–N	belgický–A						
\	podpěnka–N	podpínka–N						
\	podezřívavý–A	podezřivý–A						
\	žulit–V	šulit–V						
\	rabín–N	rabbi–N						
	blata–N	Blata–N						
\	jikrnatý–A	jikernatý–A						
\	krákorec–N	krakorec–N						
\	úředník–N	úřadník–N						
	vítr–N	větérek–N						
\	žengle–N	žingle–N						
\	sadbový–A	sadební–A						
\	mozolnatý–A	mozolovitý–A						
\	pršák–N	pršiplášť–N						
	opatrný–A	přeopatrný–A						
\	vzdělanectví–N	vzdělanství–N						
	ždibec–N	ždibánek–N						
\	věznický–A	vězničný–A						
\	pustota–N	místo–N						
\	syrinx–N	syringa–N						
\	snopek–N	snůpek–N						
	paragraf–NC	paragráfek–N						
\	příštipkovat–V	příštipkařit–V						
\	zádrh–N	zádrhel–N						
	Kosmonosy–N	kosmonoský–A						
\	kelim–N	kilim–N						
\	záhumní–A	záhumení–N						
\	stupátko–N	stoupátko–N						
\	vzkazka–N	vzkázka–N						
\	ťapot–N	ťapkot–N						
\	praporový–A	praporeční–A						
\	tříska–N	tříšťka–N						
	kontrfaj–N	kontrfej–N						
\	alespoň–D	aspoň–D						
\	cechovna–N	cáchovna–N						
\	vychytralý–A	vychytřelý–A						
\	fén–N	foen–N						
\	telurium–N	tellurium–N						
	dolomit–N	Dolomity–N						
\	vulgarismus–N	vulgarizace–N						
	legrace–N	legrácka–N						
\	Neandertal–N	neandertálec–N						
	praděd–N	Praděd–N						
\	ubírací–A	uběrací–A						
\	okénečko–N	okenice–N						
\	křaplavý–A	chřaplavý–A						
\	cynik–N	kynik–N						
\	zakrslík–N	zákrslík–N						
\	aurora–N	Aurora–N						
\	numismatik–N	numizmatik–N						
\	Valinka–N	Valérie–N						
\	žinýrovat–V	ženýrovat–V						
\	provlékání–N	průvlečný–A						
\	chryzantéma–N	chrysantéma–N						
\	vachmistr–N	vachtmajstr–N						
\	sunita–N	sunnita–N						
	poříčí–N	Poříčí–N						
\	tajtrlíkovat–V	tajtrdlíkovat–V						
\	transit–NC	tranzit–N						
	bulbus–N	bulbární–A						
\	uzounce–D	uzounký–A						
\	Ganges–N	Ganga–N						
\	skarab–N	skarabeus–N						
\	sklenice–N	sklínečka–N						
	Vladík–N	Vladínek–N						
\	zatemnělec–N	zatemněnec–N						
\	řídký–A	ředinký–A						
\	starina–N	stařina–N						
	Zambezi–N	zambezský–A						
\	rozdýchat–V	rozehnat–V						
\	četina–N	četyna–N						
\	ztumpachovět–V	ztumpachovatět–V						
\	amalgam–N	amalgám–N						
\	zúředničit–V	zúředničtit–V						
\	žlab–N	žleb–N						
\	lepanec–N	lípaneček–N						
\	morytát–N	moritát–N						
	Slovák–N	Slovenka–N						
\	frknout–V	frnknout–V						
\	Maryna–N	Márinka–N						
\	zmijský–A	zmijinský–A						
\	bavorák–N	baborák–N						
\	abstraktní–A	abstraktivní–A						
\	zadýchlý–A	zadychlý–A						
\	zveličit–V	zvětšit–V						
	váhnout–V	zváhnout–V						
\	tragant–N	dragant–N						
\	desinfektor–N	dezinfektor–N						
	pošušňat–V	pošušňávat–V						
	tanec–N	taneční–N						
	šišák–N	Šišák–N						
\	ztělesnitel–N	ztělesněnec–N						
	daleký–A	předaleký–A						
\	sléz–N	slez–N						
\	fangle–N	fángle–N						
\	Sáša–N	Sašenka–N						
	Beduín–N	beduín–N						
\	velký–A	velice–D						
\	šnaps–N	šnops–N						
	vášeň–N	vášnička–N						
\	moritát–N	morytát–N						
\	Kypr–N	cyperský–A						
	ledakdy–D	ledaskdy–D						
	Mefistofeles–N	mefistofelský–A						
\	telur–N	tellur–N						
\	divisionář–N	divizionář–N						
\	nadranc–D	dranc–N						
\	škýz–N	skýz–N						
	Sudoměř–N	sudoměřský–A						
\	Tábor–N	tábor–N						
\	třída–N	střída–N						
\	totalismus–N	totalitarismus–N						
	chovat–V	chování–N						
\	reagens–N	reagencie–N						
\	maršbaťák–N	maršbatalión–N						
	Atény–N	Atéňan–N						
\	crnkot–N	cvrnkot–N						
\	spoluhra–NC	souhra–N						
	ministr–N	ministerský–A						
\	Kutná–N	kutnohorský–AC						
\	dopola–D	dopolovic–D						
\	zakrslík–N	zákrs–N						
\	smrťoucí–A	smrtící–A						
	kolouch–N	kolouš–N						
\	sto–N	stotisící–A						
	bolus–N	bolusový–A						
	Celestin–A	celestýn–N						
	skléra–N	sklerální–A						
\	krobián–N	grobián–N						
\	vliv–N	vplyv–N						
\	Vinca–N	Vincenc–N						
\	Otokar–N	Otakar–N						
\	žal–N	žel–N						
	vrabec–N	brabec–N						
\	konsul–N	konzul–N						
\	šrámovaný–A	šrámovitý–A						
\	vychvístnout–V	vychvistnout–V						
\	špektákl–N	spektákl–N						
\	pythagorovec–N	pythagorejec–N						
\	čiřicí–A	čiřidlo–N						
	zájem–N	zájmeček–N						
\	Skot–N	skot–N						
	pozítřek–N	pozejtřek–N						
\	hliník–N	hliniště–N						
\	duchovní–A	duchovenský–A						
\	kontor–N	kontoár–N						
\	pisárna–N	písárna–N						
	Madrás–N	madráský–A						
\	šprýmař–N	šprýmista–N						
\	přehloupý–A	hloupý–A						
\	trabant–N	drabant–N						
\	novozélandský–AC	Zéland–N						
\	Vráťa–N	Vratislav–N						
\	zadumanec–N	záduma–N						
	výměničný–A	vejměničný–A						
\	vorvanina–N	vorvaňovina–N						
\	kalpak–N	kolpak–N						
	album–N	albíčko–N						
\	helvít–N	helvet–N						
\	rula–N	role–N						
\	jízlivý–A	jizlivý–A						
\	bryskní–A	briskní–A						
	štucl–N	štucílek–N						
	žežulka–N	žežhulinka–N						
\	dymián–N	tymián–N						
\	průsmyk–N	prosmyk–N						
\	Jahve–N	Jehova–N						
\	odrodilecký–A	odrodilství–N						
\	kurt–N	gurt–N						
	Lhotka–N	lhotecký–A						
\	vtipkář–N	vtipař–N						
	uctivý–A	přeuctivý–A						
	takřka–D	takořka–D						
\	zdarebnělý–A	zdarebatělý–A						
\	Vlasta–N	Vlastislav–N						
\	fošna–N	fošinkový–A						
\	Vladík–N	Vládík–N						
	sanskrt–N	sanskritský–A						
	flegmóna–N	flegmonózní–A						
\	výzkumník–N	výzkumce–N						
	Šemík–N	šemík–N						
\	uhelnatý–A	uhel–N						
\	podřadný–A	třetiřadý–A						
\	všivárna–N	všivajzna–N						
\	vojvodstvo–N	vojevodstvo–N						
	propast–N	propástka–N						
\	naznak–D	znak–N						
\	vymýšlivý–A	výmyslivý–A						
\	Helada–N	Hellas–N						
\	prachanda–N	pracharanda–N						
\	nenasycený–None	nenasytný–A						
	číman–N	čimánek–N						
	Amor–N	amor–N						
\	průjezd–N	projezd–N						
\	nazpaměť–D	paměť–N						
	fyskultura–N	fyskulturník–N						
\	Vend–N	Vind–N						
\	zunkat–V	žunkat–V						
\	šprycl–N	šprušle–N						
\	citran–N	citronan–N						
\	příďový–A	přídní–A						
\	třes–N	třas–N						
	Libye–N	Libyjec–N						
\	Atény–N	Athéňan–N						
\	nynčko–D	nyčko–D						
\	vikář–N	vikarius–N						
	vojvoda–N	vojvodkyně–N						
\	cherubín–N	cherub–N						
\	Poldovka–N	Poldinka–N						
	pečlivý–A	přepečlivý–A						
	vypnout–V	vypětí–N						
\	výhrožný–A	výhrozný–A						
	hrýzt–V	hryzení–N						
\	zoft–N	soft–A						
	car–N	carevna–N						
\	rousný–A	rousnatý–A						
\	lišaj–N	lyšaj–N						
\	dolar–N	tolar–N						
\	Vyšehrad–N	vyšehrad–N						
\	vamp–N	vampýr–N						
\	prejt–N	prýt–N						
	vítr–N	větýrek–N						
\	vápenný–A	vápno–N						
\	zakázka–N	zakážka–N						
\	bělo–N	bílo–N						
	kořen–N	zkořen–D						
\	můří–A	muří–A						
\	šlechta–N	šlachta–N						
	Litovel–N	litovelský–A						
\	černotemný–A	černotmavý–A						
\	zábradlový–A	zábradelní–A						
\	praktikovat–V	prakticírovat–V						
\	kupolovitý–A	kopulovitý–A						
	řásný–A	řásně–N						
\	hrozinka–N	rozinka–N						
	očíhnout–V	očihovat–V						
\	krkatý–A	krk–N						
	Kypr–N	Kypřan–N						
\	lašský–A	Lašsko–N						
	urin–N	urinózní–A						
\	návěští–N	návěstí–N						
\	malininký–A	maliličký–A						
\	chumelenice–N	chumelice–N						
\	doširoka–D	široký–A						
\	zesvětačet–V	zesvětačit–V						
	blízký–A	blizounký–A						
	Nusle–N	nuselský–A						
\	upomínací–A	upomínavý–A						
	anodický–A	anodicky–D						
\	Matyáš–N	Matěj–N						
\	zbahnělý–A	zbahnilý–A						
	Délos–N	délský–A						
	velbloud–N	vembloud–N						
	dispens–N	dispenzní–A						
	šlechtic–N	šlechtička–N						
\	ženc–N	ženec–N						
\	jednozvučný–AC	jednozvuk–N						
\	hradec–N	Hradecko–N						
\	galop–N	kalup–N						
\	Květuše–N	Květa–N						
\	hnedle–D	hned–D						
	Lenka–N	Léna–N						
	odjakživa–D	odjaktěživa–D						
\	zavíječka–N	zavíjačka–N						
\	bandur–N	pandur–N						
\	žudro–N	žudérko–N						
\	Bohouš–N	Bohumír–NC						
\	bandor–N	bandur–N						
\	vynalézavý–A	vynálezčivý–A						
\	závdavek–N	závdanek–N						
\	štulpna–N	stulpna–N						
\	ošusta–N	ošoust–N						
\	bulvár–N	boulevard–N						
\	novum–N	nova–N						
\	konsistoř–N	konzistorní–A						
\	ceremoniel–N	ceremoniál–N						
\	děrný–A	děrnoštítkový–A						
\	šmaťhat–V	šmatlat–V						
\	pámbíčkářství–N	pánbíčkářství–NC						
\	techtle–N	mechtle–N						
\	gardedáma–NC	garde–N						
\	šarmantní–A	šaramantní–A						
\	výkrojek–N	výkrajek–N						
\	velkoměsto–NC	velkoměšťácký–AC						
	jarmara–N	jarmárka–N						
\	hidžra–N	hedžra–N						
						